episode,return_mean
20,5.0139
40,7.0555
60,7.8507
80,8.1915
100,9.1044
120,8.7595
140,7.7026
160,6.7384
180,5.9807
200,5.6529
220,5.4976
240,5.5487
260,5.9832
280,6.042
300,6.3318
320,7.0572
340,7.4266
360,7.4294
380,7.3974
400,7.1023
420,6.8964
440,7.2855
460,8.0564
480,8.8702
500,9.7608
520,10.3
540,10.5542
560,10.2883
580,10.4234
600,10.1898
620,10.3481
640,10.3082
660,10.2162
680,9.7769
700,9.9205
720,9.7152
740,8.8959
760,8.6302
780,8.6862
800,8.6425
820,8.6396
840,8.5168
860,7.9903
880,7.3878
900,7.0122
920,6.6317
940,6.4057
960,6.51
980,6.7205
1000,7.0918
1020,7.1755
1040,7.8991
1060,8.4897
1080,8.9688
1100,8.8573
1120,9.1179
1140,9.0681
1160,8.6973
1180,8.6315
1200,8.9111
1220,9.1095
1240,10.1767
1260,12.2509
1280,13.9837
1300,16.6528
1320,18.3732
1340,19.1449
1360,19.8578
1380,20.234
1400,19.716
1420,20.3451
1440,20.6897
1460,20.0509
1480,18.7808
1500,16.4295
1520,14.2001
1540,12.7249
1560,11.9872
1580,11.1055
1600,11.0208
1620,11.0578
1640,11.2881
1660,10.3452
1680,10.9237
1700,11.0511
1720,10.8431
1740,10.2967
1760,10.2694
1780,9.9413
1800,10.4178
1820,9.555
1840,8.5555
1860,7.815
1880,6.9215
1900,5.5477
1920,5.6732
1940,6.3637
1960,8.0285
1980,8.7195
2000,9.5987
2020,11.0504
2040,11.6687
2060,11.7616
2080,12.7769
2100,13.6688
2120,13.668
2140,14.288
2160,13.5128
2180,13.3639
2200,13.2859
2220,13.4064
2240,14.3691
2260,15.0786
2280,15.0916
2300,14.7328
2320,14.6596
2340,13.3176
2360,12.6094
2380,11.7158
2400,12.0058
2420,11.8445
2440,12.4956
2460,14.0805
2480,16.3685
2500,18.6904
2520,19.6256
2540,20.7854
2560,20.8293
2580,20.6372
2600,20.3833
2620,21.434
2640,21.4872
2660,21.3252
2680,21.0785
2700,20.6315
2720,19.1504
2740,17.4186
2760,16.4937
2780,15.1979
2800,13.7755
2820,13.1481
2840,12.4048
2860,11.9355
2880,12.139
2900,12.7211
2920,13.6053
2940,14.8108
2960,16.1274
2980,17.1952
3000,17.3135
3020,17.3041
3040,18.4395
3060,19.1718
3080,19.5546
3100,19.3045
3120,19.4373
3140,19.3754
3160,18.9811
3180,18.5416
3200,18.7624
3220,19.1996
3240,19.5004
3260,19.7095
3280,20.4883
3300,21.2263
3320,21.7687
3340,21.572
3360,21.1951
3380,20.5471
3400,20.2732
3420,20.2353
3440,20.3898
3460,21.5341
3480,21.9579
3500,23.1662
3520,22.9806
3540,23.1193
3560,22.5237
3580,22.7459
3600,22.6052
3620,22.5156
3640,22.3083
3660,21.5342
3680,21.7132
3700,19.6987
3720,17.9167
3740,16.1232
3760,16.6141
3780,15.5212
3800,15.1384
3820,15.5947
3840,15.8395
3860,15.1865
3880,14.4082
3900,14.7821
3920,14.5862
3940,13.9691
3960,13.0602
3980,12.4966
4000,11.2531
4020,10.4979
4040,12.0148
4060,13.5594
4080,15.4424
4100,18.2138
4120,21.102
4140,22.0691
4160,22.5562
4180,23.6197
4200,23.9072
4220,24.6651
4240,24.305
4260,25.4096
4280,24.7417
4300,24.437
4320,23.1402
4340,23.1318
4360,22.0986
4380,22.7508
4400,22.238
4420,22.7854
4440,22.9075
4460,23.1907
4480,22.6395
4500,23.1402
4520,23.6832
4540,24.1521
4560,23.6976
4580,24.1781
4600,24.0583
4620,24.2874
4640,23.7125
4660,24.4599
4680,24.1427
4700,24.5528
4720,24.6808
4740,25.4454
4760,26.1277
4780,26.8475
4800,27.9571
4820,27.9895
4840,28.204
4860,28.2854
4880,28.4203
4900,27.9182
4920,27.2067
4940,27.0316
4960,25.7509
4980,26.027
5000,26.0006
5020,25.8991
5040,27.4769
5060,28.5515
5080,27.9138
5100,27.9076
5120,29.247
5140,28.3441
5160,28.4425
5180,29.6546
5200,30.0832
5220,30.133
5240,30.1366
5260,30.6842
5280,30.658
5300,30.35
5320,30.2702
5340,30.7591
5360,29.9229
5380,29.644
5400,29.8775
5420,29.4654
5440,29.0446
5460,30.0803
5480,30.751
5500,30.8858
5520,31.0048
5540,30.9663
5560,29.636
5580,29.4668
5600,28.8567
5620,28.8081
5640,28.4935
5660,28.0873
5680,27.5389
5700,27.8644
5720,27.498
5740,27.0072
5760,27.3804
5780,26.2451
5800,25.5748
5820,23.8083
5840,23.9148
5860,23.6303
5880,24.3957
5900,24.8533
5920,26.4666
5940,26.1964
5960,26.7525
5980,26.2561
6000,26.5135
6020,26.6661
6040,27.213
6060,27.461
6080,26.9331
6100,26.6605
6120,27.1867
6140,26.5065
6160,26.1862
6180,26.8621
6200,25.962
6220,24.7665
6240,25.3148
6260,25.3366
6280,25.8832
6300,26.7758
6320,27.5797
6340,27.7668
6360,27.848
6380,27.095
6400,27.005
6420,27.1254
6440,27.1535
6460,27.4847
6480,27.8354
6500,28.6644
6520,28.6762
6540,28.7127
6560,28.2662
6580,28.7215
6600,27.6098
6620,27.2583
6640,27.1086
6660,26.8103
6680,26.7404
6700,26.7105
6720,26.8263
6740,26.3818
6760,26.5424
6780,26.219
6800,26.9135
6820,26.6353
6840,26.596
6860,26.7546
6880,26.3305
6900,26.4937
6920,26.8382
6940,26.8428
6960,27.4129
6980,27.8319
7000,27.6415
7020,27.6803
7040,27.8753
7060,27.4489
7080,27.6873
7100,27.5351
7120,26.892
7140,26.9828
7160,26.9017
7180,26.2541
7200,26.1735
7220,26.3977
7240,26.5871
7260,26.939
7280,27.2456
7300,27.3758
7320,27.8048
7340,27.6582
7360,27.7797
7380,28.1911
7400,28.3989
7420,28.254
7440,28.8688
7460,28.5167
7480,28.1632
7500,28.5141
7520,28.6282
7540,28.5502
7560,29.2497
7580,29.7671
7600,29.6148
7620,29.5266
7640,29.2965
7660,29.9729
7680,29.8158
7700,30.3252
7720,31.0261
7740,31.5871
7760,30.5361
7780,30.5844
7800,29.8515
7820,30.3857
7840,30.4191
7860,31.1882
7880,32.3079
7900,33.102
7920,32.6858
7940,33.2659
7960,33.0655
7980,32.7475
8000,33.1447
8020,33.6805
8040,33.5207
8060,33.4575
8080,33.9132
8100,34.107
8120,34.2074
8140,34.0753
8160,35.3047
8180,34.1579
8200,33.6886
8220,33.7238
8240,33.8673
8260,33.3949
8280,34.5164
8300,34.5092
8320,34.8898
8340,34.9321
8360,34.3182
8380,33.7417
8400,33.3094
8420,32.5217
8440,31.3671
8460,31.1974
8480,31.8988
8500,32.608
8520,31.2586
8540,32.5445
8560,32.6322
8580,31.4432
8600,31.7657
8620,33.1234
8640,32.7927
8660,33.1698
8680,34.3992
8700,33.5058
8720,33.8947
8740,34.2992
8760,34.4284
8780,33.4859
8800,33.6926
8820,33.1761
8840,33.2162
8860,33.8683
8880,33.5902
8900,33.5373
8920,33.4163
8940,33.038
8960,31.621
8980,31.9863
9000,31.6779
9020,31.7529
9040,31.7343
9060,33.125
9080,34.714
9100,36.0564
9120,36.7913
9140,37.2522
9160,37.7173
9180,37.2944
9200,36.0784
9220,34.96
9240,35.5236
9260,34.8816
9280,34.3727
9300,35.2966
9320,36.6742
9340,35.9077
9360,36.2899
9380,37.1207
9400,37.9667
9420,37.1423
9440,36.2858
9460,35.0818
9480,34.0695
9500,33.7813
9520,34.0549
9540,36.8116
9560,37.7357
9580,38.0888
9600,38.194
9620,39.2921
9640,38.9402
9660,38.8715
9680,39.0155
9700,38.2595
9720,38.4697
9740,37.3339
9760,37.2916
9780,38.4466
9800,38.8074
9820,38.1952
9840,38.4365
9860,39.0148
9880,37.8296
9900,38.781
9920,39.7043
9940,40.1712
9960,40.1888
9980,41.4254
10000,40.9356
10020,40.8254
10040,41.256
10060,41.5985
10080,40.5849
10100,40.9838
10120,39.8735
10140,39.1096
10160,38.6708
10180,39.5666
10200,39.0609
10220,39.8927
10240,40.2329
10260,41.6798
10280,41.0325
10300,41.4093
10320,42.37
10340,43.1309
10360,43.5616
10380,44.7195
10400,45.4115
10420,44.7669
10440,45.2789
10460,44.1453
10480,43.0158
10500,41.7181
10520,42.09
10540,41.129
10560,40.3105
10580,41.9916
10600,42.5774
10620,41.7633
10640,41.4388
10660,42.1051
10680,40.8167
10700,41.6321
10720,40.9894
10740,40.987
10760,40.9629
10780,39.4267
10800,38.7524
10820,41.0654
10840,42.6929
10860,43.1605
10880,46.8497
10900,47.3681
10920,45.9211
10940,45.2088
10960,45.585
10980,44.1822
11000,43.6902
11020,44.5315
11040,43.4039
11060,43.656
11080,43.4189
11100,42.2095
11120,41.3614
11140,42.2713
11160,40.769
11180,39.6881
11200,40.6463
11220,41.504
11240,42.0098
11260,42.9339
11280,45.1775
11300,45.895
11320,46.2142
11340,46.3521
11360,47.1883
11380,45.3911
11400,46.2983
11420,46.0263
11440,45.9216
11460,45.5228
11480,45.7615
11500,45.2989
11520,44.4202
11540,44.563
11560,44.0065
11580,44.3263
11600,43.7206
11620,44.0996
11640,43.5862
11660,44.5092
11680,44.4785
11700,44.8141
11720,45.3757
11740,44.9028
11760,44.0665
11780,44.371
11800,44.9082
11820,44.5241
11840,46.0248
11860,46.1779
11880,46.2685
11900,45.8454
11920,46.9023
11940,46.4611
11960,46.4734
11980,46.1893
12000,46.565
12020,45.1758
12040,45.2067
12060,45.5805
12080,45.6584
12100,45.3396
12120,45.9306
12140,46.1045
12160,44.4727
12180,44.3839
12200,44.7507
12220,45.161
12240,43.5403
12260,44.6135
12280,46.3226
12300,45.7808
12320,44.7092
12340,44.582
12360,43.3933
12380,41.8331
12400,41.6264
12420,43.4819
12440,45.4649
12460,46.5555
12480,46.9606
12500,46.3584
12520,45.6243
12540,45.7776
12560,45.8898
12580,47.3013
12600,48.6658
12620,48.4493
12640,46.8081
12660,47.6578
12680,45.8249
12700,45.8691
12720,45.9163
12740,46.1782
12760,46.4578
12780,47.4867
12800,45.9378
12820,46.1129
12840,47.2178
12860,46.7184
12880,46.1743
12900,47.7791
12920,48.1941
12940,48.1486
12960,47.8473
12980,48.2503
13000,47.3445
13020,46.3048
13040,46.7828
13060,46.5719
13080,46.0454
13100,47.8612
13120,48.4906
13140,47.5206
13160,48.0179
13180,48.7502
13200,47.7155
13220,47.817
13240,47.4546
13260,47.6992
13280,47.2921
13300,47.8001
13320,47.3114
13340,49.0104
13360,49.4689
13380,49.2466
13400,49.4224
13420,49.9739
13440,48.8886
13460,47.7626
13480,47.6584
13500,47.2772
13520,46.4993
13540,47.0179
13560,47.0567
13580,46.8567
13600,46.2147
13620,46.9668
13640,47.6125
13660,48.1673
13680,49.0751
13700,49.7027
13720,49.2616
13740,47.9823
13760,47.8029
13780,47.412
13800,47.7274
13820,48.2778
13840,48.7814
13860,49.4653
13880,50.1198
13900,49.782
13920,49.3569
13940,49.6986
13960,48.8779
13980,47.4535
14000,47.2875
14020,47.7913
14040,47.8876
14060,48.1931
14080,49.1356
14100,49.1523
14120,49.4834
14140,49.4792
14160,50.214
14180,50.5033
14200,51.3251
14220,50.8181
14240,50.0424
14260,50.011
14280,50.5328
14300,49.8922
14320,49.9867
14340,49.8729
14360,48.3712
14380,47.3786
14400,47.6464
14420,48.5686
14440,50.0545
14460,50.5425
14480,50.9097
14500,50.7566
14520,49.5611
14540,48.5898
14560,49.776
14580,49.5656
14600,48.6125
14620,48.7079
14640,49.733
14660,49.1235
14680,48.8083
14700,49.2955
14720,49.1179
14740,47.7901
14760,47.3865
14780,48.5887
14800,49.2721
14820,48.7611
14840,48.3924
14860,49.2283
14880,47.7873
14900,46.1794
14920,46.253
14940,47.031
14960,46.2069
14980,47.4166
15000,49.3479
15020,49.669
15040,49.505
15060,49.9241
15080,49.6675
15100,48.1306
15120,48.1461
15140,48.0659
15160,47.0857
15180,47.1069
15200,47.7574
15220,48.1054
15240,47.7644
15260,48.2841
15280,47.9178
15300,47.34
15320,46.99
15340,46.4622
15360,46.3537
15380,46.1757
15400,47.705
15420,48.4668
15440,49.8045
15460,50.1483
15480,50.2955
15500,49.7507
15520,49.1218
15540,49.1806
15560,49.8833
15580,50.1779
15600,50.4201
15620,49.9688
15640,49.8658
15660,48.8862
15680,48.476
15700,48.4736
15720,49.554
15740,48.7496
15760,49.8832
15780,51.1048
15800,50.4234
15820,50.3846
15840,51.7285
15860,51.2597
15880,50.3182
15900,51.1511
15920,51.465
15940,50.7593
15960,50.2605
15980,50.3975
16000,50.2033
16020,49.8291
16040,50.6264
16060,52.2156
16080,51.8111
16100,51.3527
16120,52.0323
16140,51.1505
16160,49.8521
16180,50.6268
16200,52.076
16220,52.6158
16240,52.0332
16260,52.4973
16280,52.4274
16300,50.8789
16320,50.4024
16340,50.8875
16360,51.5411
16380,51.5414
16400,51.5781
16420,51.082
16440,50.8518
16460,49.0035
16480,49.2334
16500,49.4386
16520,48.815
16540,49.4735
16560,50.7076
16580,50.4499
16600,50.6852
16620,51.7427
16640,51.441
16660,51.7147
16680,51.8721
16700,51.5972
16720,51.9331
16740,52.8567
16760,51.9858
16780,52.1077
16800,53.2837
16820,52.7367
16840,51.9893
16860,51.8348
16880,51.5794
16900,50.9543
16920,50.7505
16940,50.7428
16960,50.6971
16980,50.3134
17000,50.3087
17020,49.8822
17040,51.1371
17060,52.3368
17080,52.7535
17100,52.2762
17120,53.3228
17140,52.291
17160,51.9
17180,52.6799
17200,52.7396
17220,52.0802
17240,52.0747
17260,51.5094
17280,50.966
17300,50.9761
17320,51.4102
17340,51.0139
17360,52.0528
17380,51.8308
17400,53.3478
17420,52.2816
17440,52.8889
17460,52.5302
17480,52.8003
17500,51.1915
17520,51.4022
17540,51.977
17560,52.4055
17580,51.8266
17600,52.1207
17620,52.9917
17640,52.3065
17660,51.4977
17680,51.7456
17700,52.5023
17720,52.3052
17740,51.6539
17760,52.0037
17780,51.613
17800,51.0441
17820,51.4179
17840,51.9087
17860,51.9289
17880,53.0604
17900,53.6557
17920,53.1305
17940,52.9635
17960,52.7836
17980,52.038
18000,51.4331
18020,51.4039
18040,51.917
18060,52.4667
18080,52.9159
18100,53.0742
18120,52.8683
18140,52.5291
18160,52.0803
18180,52.4493
18200,52.0373
18220,52.257
18240,50.9839
18260,50.8676
18280,50.7144
18300,51.1315
18320,51.047
18340,53.916
18360,53.5843
18380,53.1219
18400,52.9938
18420,53.0298
18440,51.1444
18460,51.6428
18480,51.2818
18500,51.4368
18520,50.8721
18540,51.0291
18560,51.1037
18580,51.2139
18600,51.9031
18620,52.5809
18640,52.6969
18660,51.9101
18680,51.8842
18700,50.4094
18720,50.8344
18740,50.6073
18760,51.0435
18780,50.3913
18800,50.4679
18820,50.1115
18840,51.2878
18860,50.8664
18880,51.745
18900,51.9353
18920,51.6098
18940,50.3292
18960,50.2063
18980,49.8654
19000,50.0802
19020,50.8598
19040,51.4452
19060,53.1658
19080,54.0228
19100,54.7375
19120,54.1858
19140,54.8557
19160,53.7235
19180,52.8165
19200,51.6503
19220,51.8275
19240,50.0875
19260,49.5274
19280,49.4829
19300,50.3518
19320,49.312
19340,49.8315
19360,50.1943
19380,50.8779
19400,49.4825
19420,50.0904
19440,50.6305
19460,51.2389
19480,49.8923
19500,49.723
19520,49.4906
19540,48.6569
19560,47.8565
19580,48.2614
19600,49.2772
19620,49.2407
19640,49.1441
19660,48.9201
19680,49.2511
19700,49.3403
19720,49.6784
19740,49.8576
19760,50.6256
19780,49.6568
19800,49.6026
19820,49.9203
19840,50.1106
19860,49.7945
19880,50.3988
19900,51.3302
19920,50.9447
19940,52.0141
19960,51.5739
19980,52.402
20000,51.2032
20020,52.0735
20040,51.9787
20060,51.8498
20080,51.8785
20100,52.2329
20120,52.0627
20140,51.461
20160,51.9149
20180,51.6395
20200,51.3417
20220,50.7858
20240,50.4989
20260,50.6062
20280,49.6702
20300,49.6102
20320,49.4619
20340,49.1673
20360,49.2193
20380,50.2124
20400,50.9483
20420,51.503
20440,52.6471
20460,53.2182
20480,53.6856
20500,53.3728
20520,51.8575
20540,50.9605
20560,50.9241
20580,50.3439
20600,50.6126
20620,51.7862
20640,51.3936
20660,51.1454
20680,51.1952
20700,50.9047
20720,50.5012
20740,52.3403
20760,51.9623
20780,52.7572
20800,53.3968
20820,53.6926
20840,52.7468
20860,53.0722
20880,52.0255
20900,51.8016
20920,53.7536
20940,53.5007
20960,53.5895
20980,53.7167
21000,52.4772
21020,50.7632
21040,50.0789
21060,49.3519
21080,49.067
21100,49.0895
21120,48.9689
21140,49.0767
21160,48.4064
21180,49.0327
21200,49.5177
21220,49.2142
21240,50.629
21260,51.4274
21280,51.1834
21300,50.839
21320,50.5819
21340,49.7501
21360,51.2402
21380,50.8281
21400,51.9929
21420,53.5457
21440,53.9472
21460,52.5041
21480,53.1363
21500,53.2844
21520,52.5625
21540,52.69
21560,53.273
21580,53.6099
21600,53.1329
21620,52.998
21640,52.2467
21660,52.8098
21680,52.7988
21700,52.8072
21720,52.6489
21740,52.5877
21760,51.2775
21780,50.5044
21800,50.8221
21820,49.8467
21840,49.4177
21860,48.5476
21880,48.6707
21900,47.9308
21920,48.2004
21940,48.8354
21960,49.2841
21980,49.4074
22000,49.006
22020,49.8949
22040,49.9076
22060,50.4584
22080,50.3996
22100,50.7829
22120,50.9339
22140,50.5888
22160,51.6664
22180,51.5577
22200,52.8085
22220,53.303
22240,54.4677
22260,53.4689
22280,53.4811
22300,52.8221
22320,51.4639
22340,51.2738
22360,51.4955
22380,51.6133
22400,50.8601
22420,51.7572
22440,50.3978
22460,51.0358
22480,50.7201
22500,50.3122
22520,50.3808
22540,49.9011
22560,48.8824
22580,49.9318
22600,51.0696
22620,50.1808
22640,51.3524
22660,51.6732
22680,50.6554
22700,49.5514
22720,49.5392
22740,49.2767
22760,48.8871
22780,49.0047
22800,49.2533
22820,49.2714
22840,50.4322
22860,51.2225
22880,51.7173
22900,52.2614
22920,52.9365
22940,52.2618
22960,51.8599
22980,51.9477
23000,52.0751
23020,52.0258
23040,51.8493
23060,51.8243
23080,51.392
23100,50.9197
23120,50.6858
23140,50.9626
23160,52.348
23180,53.3305
23200,53.3712
23220,53.8493
23240,54.142
23260,52.6282
23280,50.552
23300,50.8949
23320,50.3233
23340,49.6134
23360,49.0817
23380,49.3652
23400,48.2382
23420,48.481
23440,48.4404
23460,49.394
23480,50.0805
23500,51.6141
23520,51.9377
23540,52.8025
23560,52.4959
23580,53.3992
23600,53.1308
23620,52.1826
23640,51.4666
23660,51.617
23680,51.1958
23700,50.6829
23720,51.4009
23740,50.9607
23760,51.3763
23780,50.8228
23800,51.4224
23820,51.7512
23840,53.0809
23860,52.1259
23880,52.4381
23900,51.9266
23920,52.5096
23940,52.0059
23960,52.5837
23980,51.8798
24000,52.1978
24020,51.2065
24040,50.0617
24060,49.9514
24080,50.2328
24100,50.0107
24120,49.8776
24140,50.5018
24160,50.9391
24180,51.4061
24200,50.7873
24220,51.1564
24240,52.4505
24260,52.4768
24280,53.2978
24300,53.7738
24320,54.1706
24340,53.0214
24360,52.6431
24380,51.2145
24400,51.2418
24420,50.664
24440,51.3716
24460,52.2648
24480,52.6739
24500,52.9996
24520,53.0625
24540,52.2988
24560,51.2054
24580,51.2554
24600,51.905
24620,50.7167
24640,50.3554
24660,50.6479
24680,51.2454
24700,51.0463
24720,53.0168
24740,53.5534
24760,53.261
24780,52.8974
24800,51.0839
24820,50.6602
24840,51.5316
24860,51.5541
24880,51.2907
24900,51.7587
24920,51.4756
24940,50.4229
24960,50.5944
24980,50.3273
25000,51.3421
25020,49.9998
25040,49.6923
25060,49.7084
25080,50.6087
25100,50.2081
25120,50.0116
25140,50.5789
25160,50.2438
25180,48.7918
25200,49.4142
25220,49.8787
25240,49.6507
25260,50.0434
25280,50.5079
25300,51.105
25320,51.9466
25340,51.9206
25360,50.9444
25380,51.5019
25400,49.772
25420,48.3781
25440,47.8566
25460,48.0568
25480,47.192
25500,47.3677
25520,48.2092
25540,48.4059
25560,49.4637
25580,50.1227
25600,51.0475
25620,51.6318
25640,51.225
25660,50.8944
25680,51.3395
25700,50.979
25720,50.5259
25740,52.4478
25760,52.8144
25780,51.6457
25800,52.6195
25820,52.8373
25840,51.7305
25860,52.2116
25880,53.3199
25900,52.536
25920,51.9419
25940,51.3383
25960,50.073
25980,49.6186
26000,48.7999
26020,48.9206
26040,49.7729
26060,50.9546
26080,51.387
26100,51.2344
26120,51.7479
26140,52.3521
26160,51.9423
26180,51.4779
26200,53.5261
26220,53.0429
26240,51.8642
26260,51.8702
26280,52.0086
26300,50.4502
26320,51.0114
26340,51.8243
26360,50.9293
26380,51.96
26400,52.896
26420,53.1533
26440,52.9692
26460,54.5527
26480,53.6324
26500,53.367
26520,52.0817
26540,51.119
26560,49.9103
26580,49.1951
26600,49.4284
26620,50.0645
26640,51.6926
26660,51.8211
26680,52.4573
26700,51.2719
26720,51.2768
26740,49.8516
26760,49.7229
26780,49.7013
26800,49.6522
26820,49.426
26840,49.8466
26860,50.2765
26880,50.1732
26900,50.4163
26920,50.2778
26940,50.9795
26960,51.2848
26980,51.1527
27000,51.4614
27020,51.5655
27040,51.3957
27060,50.9587
27080,51.8268
27100,51.4757
27120,52.2987
27140,52.077
27160,52.3894
27180,51.604
27200,51.6916
27220,52.4357
27240,52.0316
27260,50.5909
27280,50.8628
27300,51.2199
27320,50.8737
27340,50.003
27360,50.8188
27380,50.4377
27400,51.038
27420,50.8362
27440,51.7827
27460,52.2993
27480,53.6909
27500,52.5504
27520,51.8566
27540,52.1196
27560,51.6953
27580,50.097
27600,50.9083
27620,50.7241
27640,50.6924
27660,50.6207
27680,51.0216
27700,51.3543
27720,51.1369
27740,51.1773
27760,50.707
27780,50.9026
27800,49.761
27820,49.4453
27840,48.6356
27860,48.4439
27880,48.2543
27900,48.4846
27920,49.6648
27940,50.1729
27960,50.1802
27980,50.1001
28000,50.3948
28020,49.5222
28040,49.7641
28060,50.6301
28080,50.7019
28100,50.6381
28120,52.7686
28140,53.1519
28160,52.1084
28180,51.6289
28200,52.3537
28220,50.2059
28240,50.799
28260,51.9545
28280,51.9811
28300,51.5312
28320,51.8473
28340,50.6424
28360,50.5166
28380,51.4176
28400,50.9138
28420,51.4095
28440,51.3632
28460,51.0473
28480,50.0184
28500,50.5084
28520,50.6457
28540,50.4778
28560,49.876
28580,49.7695
28600,49.5001
28620,48.2062
28640,47.5524
28660,47.9273
28680,48.6631
28700,48.2571
28720,49.1776
28740,50.4029
28760,49.9329
28780,49.7868
28800,50.1897
28820,49.5954
28840,49.3465
28860,50.9855
28880,51.0773
28900,51.2164
28920,51.6497
28940,51.5741
28960,50.7962
28980,49.7287
29000,49.5113
29020,50.0363
29040,49.5602
29060,49.3431
29080,49.8801
29100,50.0439
29120,49.0858
29140,49.5661
29160,50.5215
29180,51.6951
29200,50.7522
29220,51.0708
29240,50.8953
29260,49.9256
29280,49.1676
29300,49.8839
29320,49.6554
29340,48.7291
29360,48.81
29380,48.3709
29400,47.7824
29420,47.7841
29440,48.7011
29460,48.6339
29480,48.7983
29500,50.0047
29520,51.0033
29540,50.9059
29560,51.057
29580,52.0192
29600,51.7064
29620,52.1009
29640,51.4995
29660,51.4243
29680,50.8312
29700,51.3385
29720,49.7603
29740,50.028
29760,50.4886
29780,50.748
29800,50.5384
29820,51.1934
29840,51.9339
29860,51.1129
29880,49.9707
29900,48.7741
29920,48.784
29940,48.6111
29960,49.3806
29980,50.5009
30000,51.2479
30020,50.5329
30040,50.5857
30060,50.4957
30080,51.7233
30100,51.805
30120,52.0055
30140,51.5179
30160,51.1961
30180,49.8019
